k,arm,score_name,threshold,coverage,selective_risk,selective_accuracy,accepted_count,abstained_count
2,p0,probability_margin,0.26116525758574793,0.7831325301204819,0.1076923076923077,0.8923076923076924,65,18
2,p0,probability_margin,0.26652483882893735,0.7710843373493976,0.109375,0.890625,64,19
2,p0,probability_margin,0.26796308826969045,0.7710843373493976,0.109375,0.890625,64,19
2,p0,probability_margin,0.2811237803985943,0.7590361445783133,0.1111111111111111,0.8888888888888888,63,20
2,p0,probability_margin,0.2872014920909879,0.7590361445783133,0.1111111111111111,0.8888888888888888,63,20
2,p0,probability_margin,0.2876008391743273,0.7349397590361446,0.08196721311475409,0.9180327868852459,61,22
2,p0,probability_margin,0.2893405099992148,0.7228915662650602,0.06666666666666667,0.9333333333333333,60,23
2,p0,probability_margin,0.294559565596992,0.7228915662650602,0.06666666666666667,0.9333333333333333,60,23
2,p0,probability_margin,0.2993552127345774,0.7108433734939759,0.06779661016949153,0.9322033898305084,59,24
2,p0,probability_margin,0.30063602426422087,0.7108433734939759,0.06779661016949153,0.9322033898305084,59,24
2,p0,probability_margin,0.3051467597037382,0.6867469879518072,0.05263157894736842,0.9473684210526315,57,26
2,p0,probability_margin,0.3162097100912015,0.6746987951807228,0.05357142857142857,0.9464285714285714,56,27
2,p0,probability_margin,0.3323432352545936,0.6626506024096386,0.05454545454545454,0.9454545454545454,55,28
2,p0,probability_margin,0.34363691229086035,0.6626506024096386,0.05454545454545454,0.9454545454545454,55,28
2,p0,probability_margin,0.3457166733704394,0.6506024096385542,0.05555555555555555,0.9444444444444444,54,29
2,p0,probability_margin,0.3508536982690352,0.6385542168674698,0.05660377358490566,0.9433962264150944,53,30
2,p0,probability_margin,0.35542663330981217,0.6385542168674698,0.05660377358490566,0.9433962264150944,53,30
2,p0,probability_margin,0.355693208465069,0.6144578313253012,0.058823529411764705,0.9411764705882353,51,32
2,p0,probability_margin,0.35705940613576037,0.6144578313253012,0.058823529411764705,0.9411764705882353,51,32
2,p0,probability_margin,0.368245505212383,0.6024096385542169,0.06,0.94,50,33
2,p0,probability_margin,0.377093721384394,0.5903614457831325,0.061224489795918366,0.9387755102040817,49,34
2,p0,probability_margin,0.38080792834093224,0.5903614457831325,0.061224489795918366,0.9387755102040817,49,34
2,p0,probability_margin,0.38787116426279766,0.5662650602409639,0.0425531914893617,0.9574468085106383,47,36
2,p0,probability_margin,0.4079742203481071,0.5662650602409639,0.0425531914893617,0.9574468085106383,47,36
2,p0,probability_margin,0.4150390902971661,0.5421686746987951,0.044444444444444446,0.9555555555555556,45,38
2,p0,probability_margin,0.4237017357707299,0.5301204819277109,0.045454545454545456,0.9545454545454546,44,39
2,p0,probability_margin,0.43183889483738336,0.5180722891566265,0.046511627906976744,0.9534883720930233,43,40
2,p0,probability_margin,0.4395126648313537,0.5060240963855421,0.047619047619047616,0.9523809523809523,42,41
2,p0,probability_margin,0.44937863970451797,0.5060240963855421,0.047619047619047616,0.9523809523809523,42,41
2,p0,probability_margin,0.46589038672179167,0.4939759036144578,0.04878048780487805,0.9512195121951219,41,42
2,p0,probability_margin,0.4795627465193248,0.4819277108433735,0.05,0.95,40,43
2,p0,probability_margin,0.49447332244620484,0.46987951807228917,0.02564102564102564,0.9743589743589743,39,44
2,p0,probability_margin,0.5114774675184321,0.4578313253012048,0.0,1.0,38,45
2,p0,probability_margin,0.5272538754437506,0.4578313253012048,0.0,1.0,38,45
2,p0,probability_margin,0.5378549884314575,0.42168674698795183,0.0,1.0,35,48
2,p0,probability_margin,0.5461844343503702,0.42168674698795183,0.0,1.0,35,48
2,p0,probability_margin,0.5461844343503703,0.40963855421686746,0.0,1.0,34,49
2,p0,probability_margin,0.5506942359134829,0.37349397590361444,0.0,1.0,31,52
2,p0,probability_margin,0.5656904211552356,0.3614457831325301,0.0,1.0,30,53
2,p0,probability_margin,0.5794194547998417,0.3614457831325301,0.0,1.0,30,53
2,p0,probability_margin,0.5812149602169706,0.3373493975903614,0.0,1.0,28,55
2,p0,probability_margin,0.5934842472340177,0.3373493975903614,0.0,1.0,28,55
2,p0,probability_margin,0.594381999942582,0.3373493975903614,0.0,1.0,28,55
2,p0,probability_margin,0.6184841082143089,0.30120481927710846,0.0,1.0,25,58
2,p0,probability_margin,0.6546372706218984,0.30120481927710846,0.0,1.0,25,58
2,p0,probability_margin,0.6971033442771718,0.25301204819277107,0.0,1.0,21,62
2,p0,probability_margin,0.7395694179324452,0.25301204819277107,0.0,1.0,21,62
2,p0,probability_margin,0.9218639901847752,0.1566265060240964,0.0,1.0,13,70
2,p0,probability_margin,0.9999902354357726,0.1566265060240964,0.0,1.0,13,70
2,p0,one_minus_normalized_entropy,0.1472830881456595,1.0,0.1927710843373494,0.8072289156626506,83,0
2,p0,one_minus_normalized_entropy,0.16862712622106799,0.9879518072289156,0.18292682926829268,0.8170731707317073,82,1
2,p0,one_minus_normalized_entropy,0.19841817841065024,0.9759036144578314,0.18518518518518517,0.8148148148148148,81,2
2,p0,one_minus_normalized_entropy,0.21502839823606185,0.963855421686747,0.175,0.825,80,3
2,p0,one_minus_normalized_entropy,0.2191392737082862,0.9518072289156626,0.17721518987341772,0.8227848101265823,79,4
2,p0,one_minus_normalized_entropy,0.2230098008204248,0.9397590361445783,0.1794871794871795,0.8205128205128205,78,5
